OBJECTID,GRIDCODE,Severity,Acres,SHAPE_Length,SHAPE_Area
1,0,Unmapped,134.931881662,25771.2768750209,-546050.185463611
2,0,Unmapped,0.023727328904,116.489571693797,-96.0227787287456
3,0,Unmapped,0.0386546818061,101.435180159288,-156.429456632637
4,0,Unmapped,0.000534736393796,7.59460634121635,-2.1640710344361
5,0,Unmapped,0.0117742880394,33.3299373411844,-47.6490005243714
6,0,Unmapped,0.0294632944689,61.4410854401146,-119.234330085076
7,0,Unmapped,0.024530429935,74.3362756268389,-99.2706467898474
8,0,Unmapped,0.108770178597,178.369431721871,-440.179445144439
9,0,Unmapped,0.0424098506105,84.5729867677406,-171.626247460937
10,0,Unmapped,0.0186272891685,53.352044913805,-75.3826236044809
